Id,Type,AccidentDt,Paid,EventDt,AccidentYr,EventYr,MovementDelay
1060,1,2012-02,602.0,2012-06,2012,2012,0
217,1,2012-01,1089.0,2012-06,2012,2012,0
407,5,2012-02,791.0,2012-06,2012,2012,0
160,1,2012-01,1005.0,2012-06,2012,2012,0
561,6,2012-03,326.0,2012-06,2012,2012,0
404,4,2012-03,637.0,2012-06,2012,2012,0
238,5,2012-01,6117.0,2012-06,2012,2012,0
1028,5,2012-04,644.0,2012-06,2012,2012,0
436,5,2012-03,2541.0,2012-06,2012,2012,0
474,5,2012-01,9716.0,2012-06,2012,2012,0
1166,4,2012-04,171.0,2012-06,2012,2012,0
575,4,2012-03,3097.0,2012-06,2012,2012,0
329,5,2012-02,2618.0,2012-06,2012,2012,0
333,1,2012-02,5260.0,2012-06,2012,2012,0
989,4,2012-04,2080.0,2012-06,2012,2012,0
1205,1,2012-05,1207.0,2012-06,2012,2012,0
1301,1,2012-04,208.0,2012-06,2012,2012,0
41,2,2012-01,24175.0,2012-06,2012,2012,0
343,5,2012-02,1494.0,2012-06,2012,2012,0
657,5,2012-03,505.0,2012-06,2012,2012,0
810,6,2012-04,25.0,2012-06,2012,2012,0
743,4,2012-02,1000.0,2012-06,2012,2012,0
344,6,2012-02,1451.0,2012-06,2012,2012,0
11,2,2012-01,11416.0,2012-06,2012,2012,0
902,1,2012-02,261.0,2012-06,2012,2012,0
693,5,2012-03,2223.0,2012-06,2012,2012,0
33,2,2012-01,11330.0,2012-06,2012,2012,0
786,6,2012-04,152.0,2012-06,2012,2012,0
833,2,2012-04,1205.0,2012-06,2012,2012,0
843,5,2012-04,511.0,2012-06,2012,2012,0
345,1,2012-02,1651.0,2012-06,2012,2012,0
371,6,2012-03,64.0,2012-06,2012,2012,0
753,2,2012-03,2481.0,2012-06,2012,2012,0
396,4,2012-03,422.0,2012-06,2012,2012,0
23,4,2012-01,6208.0,2012-06,2012,2012,0
767,4,2012-04,2157.0,2012-06,2012,2012,0
863,4,2012-02,263.0,2012-06,2012,2012,0
793,5,2012-03,13630.0,2012-06,2012,2012,0
870,1,2012-04,363.0,2012-06,2012,2012,0
368,4,2012-02,610.0,2012-06,2012,2012,0
845,5,2012-05,5575.0,2012-06,2012,2012,0
911,1,2012-04,3075.0,2012-06,2012,2012,0
59,6,2012-01,752.0,2012-06,2012,2012,0
632,4,2012-03,2149.0,2012-06,2012,2012,0
824,4,2012-01,1528.0,2012-06,2012,2012,0
616,6,2012-02,1142.0,2012-06,2012,2012,0
915,4,2012-01,36.0,2012-06,2012,2012,0
360,5,2012-01,12552.0,2012-06,2012,2012,0
795,1,2012-02,4276.0,2012-06,2012,2012,0
651,4,2012-01,1463.0,2012-06,2012,2012,0
728,5,2012-03,920.0,2012-06,2012,2012,0
7,4,2012-01,1370.0,2012-06,2012,2012,0
717,4,2012-03,1196.0,2012-06,2012,2012,0
782,4,2012-04,1411.0,2012-06,2012,2012,0
811,1,2012-01,364.0,2012-06,2012,2012,0
164,4,2012-01,9798.0,2012-07,2012,2012,0
1205,1,2012-05,1172.0,2012-07,2012,2012,0
1426,4,2012-06,103.0,2012-07,2012,2012,0
1133,2,2012-04,50235.0,2012-07,2012,2012,0
771,5,2012-04,1000.0,2012-07,2012,2012,0
1121,1,2012-03,2273.0,2012-07,2012,2012,0
509,1,2012-01,1839.0,2012-07,2012,2012,0
784,5,2012-03,5850.0,2012-07,2012,2012,0
1034,4,2012-02,287.0,2012-07,2012,2012,0
494,5,2012-02,6182.0,2012-07,2012,2012,0
1422,6,2012-06,238.0,2012-07,2012,2012,0
1140,6,2012-04,183.0,2012-07,2012,2012,0
758,4,2012-03,1676.0,2012-07,2012,2012,0
1522,4,2012-01,321.0,2012-07,2012,2012,0
570,1,2012-01,4640.0,2012-07,2012,2012,0
549,1,2012-02,1115.0,2012-07,2012,2012,0
384,5,2012-03,539.0,2012-07,2012,2012,0
1197,4,2012-03,269.0,2012-07,2012,2012,0
321,1,2012-02,7541.0,2012-07,2012,2012,0
833,2,2012-04,1207.0,2012-07,2012,2012,0
1080,5,2012-05,506.0,2012-07,2012,2012,0
165,4,2012-02,214.0,2012-07,2012,2012,0
660,6,2012-04,1327.0,2012-07,2012,2012,0
195,1,2012-02,2141.0,2012-07,2012,2012,0
1203,5,2012-05,461.0,2012-07,2012,2012,0
1328,4,2012-05,375.0,2012-07,2012,2012,0
1098,2,2012-02,1172.0,2012-07,2012,2012,0
316,1,2012-02,342.0,2012-07,2012,2012,0
188,4,2012-02,673.0,2012-07,2012,2012,0
1421,6,2012-06,39.0,2012-07,2012,2012,0
205,2,2012-01,2536.0,2012-07,2012,2012,0
528,5,2012-02,828.0,2012-07,2012,2012,0
824,4,2012-01,1186.0,2012-07,2012,2012,0
474,5,2012-01,10726.0,2012-07,2012,2012,0
415,4,2012-01,1034.0,2012-07,2012,2012,0
1571,1,2012-06,270.0,2012-07,2012,2012,0
1126,4,2012-03,2097.0,2012-07,2012,2012,0
871,1,2012-05,111.0,2012-07,2012,2012,0
214,6,2012-02,1000.0,2012-07,2012,2012,0
74,5,2012-01,15901.0,2012-07,2012,2012,0
1339,4,2012-05,142.0,2012-07,2012,2012,0
75,1,2012-01,1000.0,2012-07,2012,2012,0
1237,4,2012-05,3732.0,2012-07,2012,2012,0
460,4,2012-01,133.0,2012-07,2012,2012,0
794,1,2012-01,1000.0,2012-07,2012,2012,0
1385,1,2012-05,7782.0,2012-07,2012,2012,0
911,1,2012-04,4138.0,2012-07,2012,2012,0
806,6,2012-03,2085.0,2012-07,2012,2012,0
445,6,2012-03,2699.0,2012-07,2012,2012,0
482,2,2012-03,16839.0,2012-07,2012,2012,0
401,1,2012-03,1840.0,2012-07,2012,2012,0
1269,2,2012-06,6504.0,2012-07,2012,2012,0
600,1,2012-03,2546.0,2012-07,2012,2012,0
914,3,2012-02,733.0,2012-07,2012,2012,0
915,4,2012-01,31.0,2012-07,2012,2012,0
802,4,2012-01,1277.0,2012-07,2012,2012,0
480,1,2012-02,8855.0,2012-07,2012,2012,0
1164,4,2012-03,3083.0,2012-07,2012,2012,0
1172,6,2012-03,1352.0,2012-07,2012,2012,0
606,1,2012-03,368.0,2012-07,2012,2012,0
89,5,2012-01,2257.0,2012-07,2012,2012,0
945,4,2012-03,435.0,2012-07,2012,2012,0
87,2,2012-01,26682.0,2012-07,2012,2012,0
83,1,2012-01,2544.0,2012-07,2012,2012,0
929,1,2012-05,1358.0,2012-07,2012,2012,0
608,4,2012-02,2169.0,2012-07,2012,2012,0
955,1,2012-01,1690.0,2012-07,2012,2012,0
1341,6,2012-05,191.0,2012-07,2012,2012,0
593,4,2012-02,1133.0,2012-07,2012,2012,0
983,1,2012-05,4684.0,2012-07,2012,2012,0
703,5,2012-03,10230.0,2012-07,2012,2012,0
1273,4,2012-05,2000.0,2012-07,2012,2012,0
793,5,2012-03,13857.0,2012-07,2012,2012,0
395,4,2012-03,8245.0,2012-07,2012,2012,0
1309,5,2012-03,9145.0,2012-07,2012,2012,0
216,1,2012-01,2206.0,2012-07,2012,2012,0
1017,4,2012-05,229.0,2012-07,2012,2012,0
999,4,2012-05,6922.0,2012-07,2012,2012,0
472,4,2012-03,548.0,2012-07,2012,2012,0
1220,1,2012-02,86.0,2012-07,2012,2012,0
1019,6,2012-02,1776.0,2012-07,2012,2012,0
932,4,2012-03,259.0,2012-07,2012,2012,0
221,1,2012-01,1467.0,2012-07,2012,2012,0
335,1,2012-02,2000.0,2012-07,2012,2012,0
1021,1,2012-02,337.0,2012-07,2012,2012,0
170,4,2012-01,1961.0,2012-07,2012,2012,0
741,4,2012-01,236.0,2012-07,2012,2012,0
984,3,2012-04,199.0,2012-07,2012,2012,0
624,5,2012-03,1084.0,2012-07,2012,2012,0
487,6,2012-03,6257.0,2012-07,2012,2012,0
689,3,2012-02,947.0,2012-07,2012,2012,0
181,5,2012-02,296.0,2012-07,2012,2012,0
426,1,2012-03,1000.0,2012-08,2012,2012,0
1383,6,2012-02,218.0,2012-08,2012,2012,0
1373,2,2012-06,6576.0,2012-08,2012,2012,0
304,1,2012-03,5068.0,2012-08,2012,2012,0
1946,5,2012-07,3802.0,2012-08,2012,2012,0
1186,4,2012-05,259.0,2012-08,2012,2012,0
1735,5,2012-01,3425.0,2012-08,2012,2012,0
186,6,2012-02,2000.0,2012-08,2012,2012,0
1183,1,2012-05,7739.0,2012-08,2012,2012,0
1174,2,2012-02,1054.0,2012-08,2012,2012,0
190,4,2012-01,1396.0,2012-08,2012,2012,0
300,5,2012-02,515.0,2012-08,2012,2012,0
944,4,2012-02,1283.0,2012-08,2012,2012,0
729,5,2012-04,6715.0,2012-08,2012,2012,0
368,4,2012-02,529.0,2012-08,2012,2012,0
289,4,2012-02,2594.0,2012-08,2012,2012,0
1347,4,2012-06,730.0,2012-08,2012,2012,0
689,3,2012-02,1202.0,2012-08,2012,2012,0
1215,5,2012-03,5284.0,2012-08,2012,2012,0
288,4,2012-02,1847.0,2012-08,2012,2012,0
2064,4,2012-08,422.0,2012-08,2012,2012,0
491,1,2012-01,1199.0,2012-08,2012,2012,0
1341,6,2012-05,140.0,2012-08,2012,2012,0
215,6,2012-02,2479.0,2012-08,2012,2012,0
15,6,2012-01,1066.0,2012-08,2012,2012,0
693,5,2012-03,2036.0,2012-08,2012,2012,0
1994,3,2012-08,1511.0,2012-08,2012,2012,0
1237,4,2012-05,3306.0,2012-08,2012,2012,0
1333,6,2012-05,1512.0,2012-08,2012,2012,0
1512,1,2012-05,1200.0,2012-08,2012,2012,0
1250,1,2012-02,2309.0,2012-08,2012,2012,0
234,1,2012-02,1100.0,2012-08,2012,2012,0
1260,5,2012-05,1582.0,2012-08,2012,2012,0
1269,2,2012-06,105626.0,2012-08,2012,2012,0
290,5,2012-02,1898.0,2012-08,2012,2012,0
1213,4,2012-04,242.0,2012-08,2012,2012,0
212,5,2012-02,257.0,2012-08,2012,2012,0
1772,3,2012-06,3787.0,2012-08,2012,2012,0
27,1,2012-01,5921.0,2012-08,2012,2012,0
1190,6,2012-05,526.0,2012-08,2012,2012,0
1355,4,2012-03,1000.0,2012-08,2012,2012,0
680,4,2012-03,746.0,2012-08,2012,2012,0
200,5,2012-01,2423.0,2012-08,2012,2012,0
1350,6,2012-05,67.0,2012-08,2012,2012,0
202,5,2012-02,2000.0,2012-08,2012,2012,0
1202,5,2012-04,1000.0,2012-08,2012,2012,0
1835,1,2012-07,275.0,2012-08,2012,2012,0
1540,1,2012-04,571.0,2012-08,2012,2012,0
777,3,2012-03,20006.0,2012-08,2012,2012,0
9,4,2012-01,3000.0,2012-08,2012,2012,0
682,5,2012-03,6483.0,2012-08,2012,2012,0
370,6,2012-02,1363.0,2012-08,2012,2012,0
208,4,2012-02,2264.0,2012-08,2012,2012,0
1506,4,2012-05,280.0,2012-08,2012,2012,0
1349,5,2012-04,779.0,2012-08,2012,2012,0
688,2,2012-01,12709.0,2012-08,2012,2012,0
1499,3,2012-04,9727.0,2012-08,2012,2012,0
797,1,2012-04,9154.0,2012-08,2012,2012,0
528,5,2012-02,836.0,2012-08,2012,2012,0
1559,1,2012-05,28.0,2012-08,2012,2012,0
332,1,2012-03,1032.0,2012-08,2012,2012,0
1003,6,2012-04,551.0,2012-08,2012,2012,0
878,5,2012-05,550.0,2012-08,2012,2012,0
1435,4,2012-04,1878.0,2012-08,2012,2012,0
1009,1,2012-05,5000.0,2012-08,2012,2012,0
1011,4,2012-01,294.0,2012-08,2012,2012,0
378,4,2012-01,3463.0,2012-08,2012,2012,0
1641,1,2012-07,1745.0,2012-08,2012,2012,0
1309,5,2012-03,9551.0,2012-08,2012,2012,0
634,6,2012-01,225.0,2012-08,2012,2012,0
999,4,2012-05,8209.0,2012-08,2012,2012,0
1592,1,2012-05,268.0,2012-08,2012,2012,0
571,1,2012-02,845.0,2012-08,2012,2012,0
1477,5,2012-06,759.0,2012-08,2012,2012,0
1899,4,2012-08,223.0,2012-08,2012,2012,0
1855,4,2012-04,229.0,2012-08,2012,2012,0
1426,4,2012-06,94.0,2012-08,2012,2012,0
124,4,2012-01,1642.0,2012-08,2012,2012,0
1041,6,2012-04,209.0,2012-08,2012,2012,0
1480,1,2012-05,1089.0,2012-08,2012,2012,0
464,5,2012-03,4561.0,2012-08,2012,2012,0
1164,4,2012-03,3000.0,2012-08,2012,2012,0
121,1,2012-01,2012.0,2012-08,2012,2012,0
462,4,2012-03,4018.0,2012-08,2012,2012,0
1439,6,2012-04,156.0,2012-08,2012,2012,0
885,4,2012-03,2000.0,2012-08,2012,2012,0
1617,5,2012-06,836.0,2012-08,2012,2012,0
605,1,2012-03,1100.0,2012-08,2012,2012,0
918,4,2012-03,773.0,2012-08,2012,2012,0
953,5,2012-04,684.0,2012-08,2012,2012,0
1457,4,2012-01,6.0,2012-08,2012,2012,0
94,6,2012-01,5480.0,2012-08,2012,2012,0
1626,4,2012-03,105.0,2012-08,2012,2012,0
967,1,2012-05,5126.0,2012-08,2012,2012,0
338,3,2012-03,1235.0,2012-08,2012,2012,0
76,1,2012-01,5685.0,2012-08,2012,2012,0
597,5,2012-01,2600.0,2012-08,2012,2012,0
975,4,2012-04,681.0,2012-08,2012,2012,0
1632,1,2012-06,1100.0,2012-08,2012,2012,0
1872,6,2012-07,84.0,2012-08,2012,2012,0
901,6,2012-02,2213.0,2012-08,2012,2012,0
1613,4,2012-06,1000.0,2012-08,2012,2012,0
589,5,2012-02,270.0,2012-08,2012,2012,0
335,1,2012-02,26863.0,2012-08,2012,2012,0
587,5,2012-02,6647.0,2012-08,2012,2012,0
704,6,2012-04,5363.0,2012-08,2012,2012,0
626,1,2012-02,5000.0,2012-08,2012,2012,0
111,5,2012-02,446.0,2012-08,2012,2012,0
886,4,2012-04,49.0,2012-08,2012,2012,0
455,1,2012-01,1057.0,2012-08,2012,2012,0
451,4,2012-03,733.0,2012-08,2012,2012,0
1587,5,2012-01,3044.0,2012-08,2012,2012,0
1313,1,2012-05,2761.0,2012-08,2012,2012,0
312,6,2012-02,1000.0,2012-08,2012,2012,0
235,3,2012-02,487.0,2012-08,2012,2012,0
1421,6,2012-06,38.0,2012-08,2012,2012,0
1273,4,2012-05,2018.0,2012-08,2012,2012,0
807,6,2012-03,644.0,2012-08,2012,2012,0
1709,1,2012-04,113.0,2012-08,2012,2012,0
1388,4,2012-01,1525.0,2012-08,2012,2012,0
806,6,2012-03,2397.0,2012-08,2012,2012,0
160,1,2012-01,1161.0,2012-08,2012,2012,0
306,1,2012-03,6161.0,2012-08,2012,2012,0
527,4,2012-04,2066.0,2012-08,2012,2012,0
1136,4,2012-02,2000.0,2012-08,2012,2012,0
172,6,2012-01,1116.0,2012-08,2012,2012,0
1387,3,2012-02,1148.0,2012-08,2012,2012,0
167,2,2012-02,2689.0,2012-08,2012,2012,0
1142,1,2012-04,1190.0,2012-08,2012,2012,0
1718,4,2012-06,300.0,2012-08,2012,2012,0
1154,4,2012-05,798.0,2012-08,2012,2012,0
425,1,2012-03,11308.0,2012-08,2012,2012,0
1722,4,2012-07,42.0,2012-08,2012,2012,0
1481,1,2012-05,254.0,2012-08,2012,2012,0
1939,4,2012-02,127.0,2012-08,2012,2012,0
1734,4,2012-07,1000.0,2012-08,2012,2012,0
818,4,2012-04,6988.0,2012-08,2012,2012,0
1669,1,2012-06,2768.0,2012-08,2012,2012,0
1915,1,2012-04,3000.0,2012-08,2012,2012,0
325,2,2012-01,1449.0,2012-08,2012,2012,0
1060,1,2012-02,709.0,2012-08,2012,2012,0
835,4,2012-04,428.0,2012-08,2012,2012,0
833,2,2012-04,13182.0,2012-08,2012,2012,0
138,6,2012-02,383.0,2012-08,2012,2012,0
716,2,2012-02,8823.0,2012-08,2012,2012,0
1124,4,2012-02,347.0,2012-08,2012,2012,0
1415,4,2012-05,1000.0,2012-08,2012,2012,0
1847,6,2012-07,139.0,2012-08,2012,2012,0
1072,1,2012-05,653.0,2012-08,2012,2012,0
1673,4,2012-04,2240.0,2012-08,2012,2012,0
410,1,2012-02,5442.0,2012-08,2012,2012,0
317,4,2012-01,183.0,2012-08,2012,2012,0
1579,6,2012-05,1677.0,2012-08,2012,2012,0
314,1,2012-01,8029.0,2012-08,2012,2012,0
252,5,2012-02,13187.0,2012-08,2012,2012,0
726,4,2012-04,1500.0,2012-08,2012,2012,0
322,1,2012-02,3560.0,2012-08,2012,2012,0
1270,4,2012-03,184.0,2012-08,2012,2012,0
376,1,2012-03,664.0,2012-09,2012,2012,0
379,4,2012-02,1190.0,2012-09,2012,2012,0
1835,1,2012-07,264.0,2012-09,2012,2012,0
1302,1,2012-05,1171.0,2012-09,2012,2012,0
1820,1,2012-06,1289.0,2012-09,2012,2012,0
1323,6,2012-05,2197.0,2012-09,2012,2012,0
1313,1,2012-05,1645.0,2012-09,2012,2012,0
1847,6,2012-07,144.0,2012-09,2012,2012,0
275,1,2012-01,4636.0,2012-09,2012,2012,0
1513,1,2012-06,5756.0,2012-09,2012,2012,0
308,4,2012-03,4433.0,2012-09,2012,2012,0
279,4,2012-02,2879.0,2012-09,2012,2012,0
361,5,2012-02,2070.0,2012-09,2012,2012,0
412,1,2012-03,1429.0,2012-09,2012,2012,0
408,6,2012-02,5436.0,2012-09,2012,2012,0
1669,1,2012-06,1322.0,2012-09,2012,2012,0
1415,4,2012-05,780.0,2012-09,2012,2012,0
1579,6,2012-05,1505.0,2012-09,2012,2012,0
325,2,2012-01,1617.0,2012-09,2012,2012,0
1583,4,2012-05,91.0,2012-09,2012,2012,0
388,4,2012-01,1000.0,2012-09,2012,2012,0
1655,6,2012-03,9269.0,2012-09,2012,2012,0
417,4,2012-02,1747.0,2012-09,2012,2012,0
1647,5,2012-05,10000.0,2012-09,2012,2012,0
1473,3,2012-04,677.0,2012-09,2012,2012,0
350,4,2012-03,1662.0,2012-09,2012,2012,0
1435,4,2012-04,2000.0,2012-09,2012,2012,0
1438,4,2012-06,773.0,2012-09,2012,2012,0
345,1,2012-02,1793.0,2012-09,2012,2012,0
1611,3,2012-01,7050.0,2012-09,2012,2012,0
335,1,2012-02,4746.0,2012-09,2012,2012,0
1446,3,2012-06,709.0,2012-09,2012,2012,0
1626,4,2012-03,113.0,2012-09,2012,2012,0
1459,4,2012-06,1577.0,2012-09,2012,2012,0
1587,5,2012-01,15362.0,2012-09,2012,2012,0
1817,6,2012-07,525.0,2012-09,2012,2012,0
1406,6,2012-05,617.0,2012-09,2012,2012,0
1706,5,2012-05,2031.0,2012-09,2012,2012,0
1812,4,2012-06,2000.0,2012-09,2012,2012,0
1811,4,2012-05,306.0,2012-09,2012,2012,0
284,5,2012-03,10027.0,2012-09,2012,2012,0
1339,4,2012-05,126.0,2012-09,2012,2012,0
285,4,2012-01,1486.0,2012-09,2012,2012,0
1508,4,2012-06,155.0,2012-09,2012,2012,0
1786,1,2012-07,1078.0,2012-09,2012,2012,0
1784,1,2012-05,380.0,2012-09,2012,2012,0
1781,1,2012-02,3167.0,2012-09,2012,2012,0
1777,6,2012-04,741.0,2012-09,2012,2012,0
1393,4,2012-05,581.0,2012-09,2012,2012,0
1369,1,2012-05,2183.0,2012-09,2012,2012,0
1373,2,2012-06,6745.0,2012-09,2012,2012,0
1381,6,2012-01,220.0,2012-09,2012,2012,0
1735,5,2012-01,5745.0,2012-09,2012,2012,0
1734,4,2012-07,1000.0,2012-09,2012,2012,0
1540,1,2012-04,517.0,2012-09,2012,2012,0
1561,4,2012-01,13599.0,2012-09,2012,2012,0
1722,4,2012-07,42.0,2012-09,2012,2012,0
424,6,2012-03,1000.0,2012-09,2012,2012,0
1385,1,2012-05,8219.0,2012-09,2012,2012,0
387,3,2012-02,15105.0,2012-09,2012,2012,0
430,2,2012-02,26075.0,2012-09,2012,2012,0
1,5,2012-01,11139.0,2012-09,2012,2012,0
510,1,2012-02,1000.0,2012-09,2012,2012,0
1075,3,2012-01,739.0,2012-09,2012,2012,0
1037,4,2012-05,803.0,2012-09,2012,2012,0
1048,4,2012-05,2399.0,2012-09,2012,2012,0
131,5,2012-01,709.0,2012-09,2012,2012,0
558,5,2012-03,1690.0,2012-09,2012,2012,0
1056,6,2012-04,1017.0,2012-09,2012,2012,0
134,4,2012-01,2092.0,2012-09,2012,2012,0
135,4,2012-01,1637.0,2012-09,2012,2012,0
